60, 1, 110.0397, 4.7008, 0.7768, 11.1629, 114.7405, 11.9397, 126.6802
60, 1, 110.6393, 4.7115, 0.7289, 10.6369, 115.3507, 11.3657, 126.7165
60, 1, 107.3828, 4.6981, 0.6900, 10.7940, 112.0809, 11.4840, 123.5649
60, 1, 107.8489, 4.7054, 0.7579, 10.4554, 112.5543, 11.2133, 123.7676
60, 1, 108.3551, 4.7180, 0.7953, 10.4643, 113.0731, 11.2596, 124.3326
60, 1, 109.4518, 4.6992, 0.7635, 10.6138, 114.1510, 11.3773, 125.5283
60, 1, 108.0632, 4.6992, 0.7786, 10.1857, 112.7624, 10.9644, 123.7268
60, 1, 109.3983, 4.7237, 0.7128, 10.5043, 114.1221, 11.2171, 125.3392
60, 1, 109.2379, 5.2455, 0.6961, 10.6914, 114.4833, 11.3874, 125.8708
60, 1, 108.8086, 4.6854, 0.7595, 10.9689, 113.4940, 11.7284, 125.2224
60, 1, 109.8680, 4.7063, 0.6792, 10.0977, 114.5743, 10.7768, 125.3511
60, 1, 108.2939, 4.7122, 0.6981, 10.2923, 113.0060, 10.9904, 123.9964
60, 1, 109.5397, 4.7195, 0.7861, 9.9586, 114.2592, 10.7447, 125.0039
60, 1, 107.6286, 4.6985, 0.8808, 10.4488, 112.3271, 11.3296, 123.6567
60, 1, 110.6419, 4.7211, 0.7362, 11.0223, 115.3630, 11.7585, 127.1215
60, 1, 110.7568, 4.7324, 0.6950, 10.7700, 115.4892, 11.4650, 126.9542
60, 1, 108.0948, 4.7192, 0.7705, 10.6314, 112.8140, 11.4019, 124.2159
60, 1, 109.9715, 4.7047, 0.7537, 10.7181, 114.6762, 11.4718, 126.1480
60, 1, 109.4402, 4.7302, 0.7039, 9.9443, 114.1703, 10.6482, 124.8186
60, 1, 109.0972, 4.7791, 0.7810, 10.4985, 113.8763, 11.2796, 125.1558
