168, 1, 0.9044, 0.0879, 0.0310, 1.0974, 0.9923, 1.1284, 2.1207
168, 1, 0.9042, 0.0881, 0.0310, 1.0972, 0.9922, 1.1281, 2.1203
168, 1, 0.9053, 0.0879, 0.0309, 1.0994, 0.9933, 1.1303, 2.1236
168, 1, 0.9060, 0.0880, 0.0315, 1.0979, 0.9940, 1.1293, 2.1233
168, 1, 0.9058, 0.0881, 0.0314, 1.0989, 0.9939, 1.1303, 2.1242
168, 1, 0.9043, 0.0893, 0.0320, 1.0999, 0.9936, 1.1319, 2.1255
168, 1, 0.9048, 0.0878, 0.0308, 1.1056, 0.9926, 1.1364, 2.1291
168, 1, 0.9045, 0.0880, 0.0310, 1.0975, 0.9925, 1.1285, 2.1210
168, 1, 0.9058, 0.0880, 0.0304, 1.1011, 0.9938, 1.1315, 2.1253
168, 1, 0.9135, 0.0890, 0.0309, 1.0979, 1.0025, 1.1287, 2.1312
168, 1, 0.9064, 0.0878, 0.0304, 1.1074, 0.9942, 1.1378, 2.1320
168, 1, 0.9053, 0.0879, 0.0308, 1.1027, 0.9933, 1.1336, 2.1268
168, 1, 0.9049, 0.0879, 0.0310, 1.1201, 0.9928, 1.1511, 2.1439
168, 1, 0.9048, 0.0880, 0.0313, 1.1004, 0.9928, 1.1318, 2.1246
168, 1, 0.9087, 0.0879, 0.0304, 1.1025, 0.9966, 1.1329, 2.1295
168, 1, 0.9046, 0.0892, 0.0309, 1.0976, 0.9938, 1.1285, 2.1223
168, 1, 0.9064, 0.0898, 0.0310, 1.1023, 0.9962, 1.1334, 2.1296
168, 1, 0.9044, 0.0879, 0.0309, 1.8142, 0.9924, 1.8451, 2.8375
168, 1, 0.9040, 0.0892, 0.0321, 1.1140, 0.9932, 1.1461, 2.1393
168, 1, 0.9052, 0.0878, 0.0313, 1.1245, 0.9930, 1.1559, 2.1488
